Countries;CO2 total excl. Land Use excl. BB (ktCO2);;;;;CH4 ( ktCH4);;;;;N2O (ktN2O);;;;;HFC tot (GWP100, ktCO2e);;;;;PFC tot (GWP100, ktCO2e);;;;;SF6 tot (ktSF6);;;;;CO2 Land Use (ktCO2);;;;;
;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;1990;1995;2000;2005;2010;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Syrian Arab Republic;32773.87;40218.29;46315.30;58663.42;61535.01;399.19;505.38;600.26;566.48;596.77;13.64;14.87;15.51;18.30;18.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-1534.12;-1534.12;-1534.12;-1550.88;-2244.80;
Tajikistan;12171.67;3005.04;2733.78;3196.24;3650.15;204.72;171.23;157.32;185.00;235.37;4.85;4.43;3.58;4.66;5.54;0.00;0.68;2.47;11.90;15.64;2806.11;1833.16;795.53;371.11;185.56;0.00;0.00;0.00;0.00;0.00;91.67;91.67;91.67;0.00;0.00;
Tanzania_United Republic of;2067.26;2906.39;2986.41;5636.61;6446.98;1280.52;1312.87;1386.84;1600.47;1306.90;68.20;64.12;59.94;69.20;41.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;222443.04;222443.04;210584.70;238203.32;219681.28;
Thailand;92750.47;161094.56;170911.34;225699.49;246982.28;4046.81;4068.56;3979.23;4264.24;4988.04;59.37;66.26;60.25;67.00;97.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.04;0.02;0.05;0.02;11075.79;11075.79;11064.88;4077.17;-1036.67;
Timor-Leste;63.05;80.01;299.52;249.42;288.14;16.21;28.69;21.43;32.22;34.18;0.36;0.54;0.53;0.67;0.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3573.45;3573.45;3573.45;6743.56;7428.56;
Togo;756.28;739.04;1255.01;1313.66;1785.99;147.12;146.73;163.79;177.71;249.42;7.03;6.05;5.83;5.61;9.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6655.47;6655.47;6655.47;6569.79;6455.76;
Tonga;62.81;86.39;188.64;161.78;192.29;2.69;2.62;2.76;2.81;2.87;0.06;0.07;0.07;0.07;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-506.00;
Trinidad and Tobago;11880.67;12606.38;20563.52;31836.41;38440.76;144.65;147.39;264.56;528.30;690.41;1.87;3.59;3.61;2.20;0.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.67;289.67;289.67;95.33;330.00;
Tunisia;14672.26;17237.51;21068.44;23337.14;25738.27;193.29;242.19;327.78;345.16;357.01;7.50;7.77;9.18;9.16;9.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-660.00;-660.00;-660.00;-440.00;-513.33;
Turkey;149390.61;176431.41;227111.57;245962.38;308042.74;2088.19;2314.28;2679.11;3064.52;3681.28;92.19;106.11;107.36;110.00;112.62;0.05;18.39;994.37;2893.24;3858.80;545.64;559.37;554.93;545.94;545.59;0.08;0.07;0.04;0.07;0.14;-21474.71;-21474.71;-21474.73;-29904.62;-54932.68;
Turkmenistan;45642.97;34661.96;39336.99;52953.00;61501.81;1422.12;789.26;1011.48;1406.84;1264.09;7.37;8.01;9.83;14.50;15.98;0.00;1.93;10.94;72.92;95.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-293.33;0.00;
Tuvalu;0.49;0.51;0.53;0.54;0.55;0.13;0.15;0.15;0.16;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-1.18;-1.18;-1.18;-0.64;-3.17;
Uganda;1516.60;2432.22;2719.35;3231.69;4123.12;583.15;617.17;647.92;801.91;987.90;25.80;25.55;24.41;33.80;47.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19809.68;19809.68;20018.81;19992.20;24744.44;
Ukraine;782437.79;458186.20;354868.93;347919.72;305045.47;5824.81;4939.85;4061.44;3378.06;3256.55;172.49;120.70;115.29;121.00;66.70;0.06;16.38;54.70;227.22;299.19;257.12;291.11;303.47;240.30;236.48;0.00;0.00;0.01;0.01;0.02;-46355.49;-46355.49;-46881.69;-23298.06;-21258.76;
United Arab Emirates;56430.32;76948.88;93467.87;118888.10;170969.86;647.90;809.96;968.23;1084.26;1219.40;3.40;4.61;4.86;5.90;7.63;0.00;0.00;0.00;0.00;0.00;387.32;166.95;217.96;267.86;237.12;0.02;0.02;0.03;0.03;0.00;-1191.67;-1191.67;-1191.67;-51.33;-212.67;
United Kingdom;580024.42;547855.06;549030.64;555771.27;494553.95;5595.07;4954.39;4112.16;3085.96;2913.53;183.05;164.56;114.32;99.90;85.60;2617.79;5074.66;6332.45;9043.44;11096.91;1586.05;1101.13;1021.32;685.92;407.90;0.04;0.08;0.05;0.02;0.15;-12293.17;-12293.17;-12311.24;-12305.40;-10931.64;
United States;4988940.63;5276382.43;5859273.05;5873205.14;5506095.36;30363.60;28785.90;26505.20;25637.90;25053.10;1070.49;1144.66;1094.67;1090.00;980.91;29185.80;42958.40;112665.00;186290.00;240391.92;21942.10;17283.30;16326.00;10305.90;6719.31;1.76;2.10;1.92;1.76;1.17;-336120.59;-336060.09;-349479.17;-358585.83;-373027.06;
Uruguay;3885.31;4708.11;5446.59;5492.09;6630.42;750.10;880.61;865.86;940.54;912.63;19.53;21.79;20.44;22.70;25.63;0.00;2.43;29.25;58.66;78.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-25543.62;-25543.62;-25543.58;-13846.18;-19326.34;
Uzbekistan;121848.05;100848.78;120212.07;115311.71;106637.91;1568.84;1656.37;1773.02;2022.27;2231.51;36.08;26.43;32.88;35.40;38.60;0.05;33.94;191.96;603.24;800.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-2273.33;-2273.33;-2273.33;-2566.67;-1320.00;
Vanuatu;64.65;44.92;63.19;67.26;92.24;10.19;12.07;12.73;12.28;11.87;0.31;0.36;0.38;0.36;0.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-25.40;-25.40;-25.40;-15.92;-25.65;
Venezuela;110686.12;129975.21;141973.16;162273.26;197572.52;2101.05;2347.94;2758.73;2757.43;2717.03;40.46;38.83;44.13;50.50;51.03;989.60;1023.65;468.55;738.43;607.57;1953.34;1061.16;475.71;297.23;297.23;0.01;0.00;0.01;0.01;0.03;110917.59;110917.59;110351.11;114699.53;5219.79;
Viet Nam;20357.88;33950.66;55752.52;98968.42;154354.48;2879.71;3146.47;3591.89;4492.61;5301.78;37.46;49.76;63.70;75.20;109.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-45422.62;-45422.62;-45508.38;-18034.32;-6947.36;
Yemen;6872.20;10898.61;15476.55;21742.16;26432.37;186.29;234.94;292.28;370.85;417.36;6.68;6.96;8.79;10.50;11.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Zambia;2939.39;2306.51;1932.77;2343.57;2340.99;1386.63;1147.17;861.89;1009.12;305.85;112.97;94.82;69.89;79.70;26.55;0.00;0.02;0.07;0.36;0.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;277675.86;277675.86;285793.40;336621.38;275067.07;
Zimbabwe;17128.24;16056.67;14044.97;11399.85;9541.74;488.39;391.42;460.55;459.90;400.98;22.27;16.88;18.41;18.80;13.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37752.00;37752.00;37752.00;37737.33;37627.33;
