Emissions ktCO2eq;;;;;;;CEPII;;;;;;;;;;;;;;;OECD;;;;;;;;;;;;;;;IIASA;;;;;;;;;;;;;;;PIK;;;;;;;;;;;;;;
Country;Emission type;;;;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;
;;1990;1995;2000;2005;2010;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95
Bahamas;co2;2893.45;2944.6;2735.48;3172.52;3871.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;ch4;141.54;160.23;174.72;196.56;222.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;n2o;58.9;68.2;80.6;96.1;127.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;GHGexclLU;3093.89;3173.03;2990.8;3465.18;4220.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;co2lu;0.198733333;89.46666667;82.5;44;388.6666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahamas;GHGtot;3094.088733;3262.496667;3073.3;3509.18;4609.586667;2721.703032;3039.35476;3355.683014;2642.329898;2950.392922;3259.176393;2415.929675;2696.226898;2982.803793;2498.894852;2790.107036;3084.496809;2925.2239;3263.604945;3601.632641;2819.658559;3147.908299;3474.421739;2765.263456;3088.250773;3409.35949;2661.396414;2971.336211;3281.793047;2772.236679;3095.898616;3417.650707;2975.591374;3318.79902;3662.296311;2999.722776;3345.251802;3691.370498;3008.135449;3354.738105;3701.796869;2573.041046;2873.435316;3174.699851;2791.963375;3117.53376;3441.105905;3134.143787;3494.886519;3855.865303;2293.861578;2561.667418;2834.966197;2269.243475;2534.141872;2805.023021;2091.16523;2340.315398;2589.943752;2281.395991;2547.655883;2819.723997;2349.778438;2623.280388;2902.599496
Bahrain;co2;12641.16;12988.44;15549.56;16277.35;18858.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;ch4;1800.12;1951.74;2382.66;2779.56;3312.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;n2o;71.3;77.5;89.9;117.8;130.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;pfc;2535.73;312.34;236.07;278.62;261.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;GHGexclLU;17048.31;15330.02;18258.19;19453.33;22562.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;co2lu;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahrain;GHGtot;17048.31;15330.02;18258.19;19453.33;22562.68;27394.38096;29421.7233;31450.20089;26498.59141;28459.64015;30421.78702;23159.85724;24873.82038;26588.74328;24743.27678;26574.4221;28406.59281;31944.07836;34308.12457;36673.49458;36632.03228;39343.01415;42055.51408;36279.59318;38964.49251;41650.89531;32074.51354;34448.21271;36823.24107;35353.20108;37969.54205;40587.34809;39837.57368;42785.78411;45735.64545;38026.97679;40841.19259;43656.98428;38041.44109;40856.72734;43673.59007;35043.19937;37636.59842;40231.44971;35104.7296;37702.68224;40302.08967;42609.61823;45762.97596;48918.09948;31390.71328;33713.80728;36038.20214;31657.66867;34000.51891;36344.68107;26784.0722;28766.24816;30749.53409;31929.52783;34292.49722;36656.7898;34530.6212;37086.0865;39642.9828
Bangladesh;co2;13166.38;19450.74;25470.84;37977.26;59764.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;ch4;87092.88;85432.83;89247.06;94197.81;103079.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;n2o;16200.6;21458.2;22254.9;24676;26160.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;GHGexclLU;116459.86;126341.77;136972.8;156851.07;189005.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;co2lu;40700;22146.66667;11513.33333;8396.666667;13090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bangladesh;GHGtot;157159.86;148488.4367;148486.1333;165247.7367;202095.32;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852;200047.7221;210523.0707;221004.2852
Barbados;co2;985.57;930.53;1228.91;1221.65;1292.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;ch4;128.52;123.9;121.17;103.32;107.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;n2o;71.3;65.1;68.2;55.8;58.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;GHGexclLU;1185.39;1119.53;1418.28;1380.77;1458.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;co2lu;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbados;GHGtot;1185.39;1119.53;1418.28;1380.77;1458.82;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400;1400
Belarus;co2;106649.49;61512.24;57025.34;62300.2;69376.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;ch4;18649.26;14837.13;13322.19;14045.85;16437.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;n2o;20146.9;13113;13280.4;14477;13472.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;hfc;0.03;14.5;107.69;440.19;581.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;pfc;2.56;7.49;23.95;23.4;31.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;GHGexclLU;145448.24;89484.36;83759.57;91286.64;99899.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;co2lu;6160;-1353;-6746.666667;-14996.66667;-12100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belarus;GHGtot;151608.24;88131.36;77012.90333;76289.97333;87799.15;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328;109157.9328
Belize;co2;500.32;503.85;698.71;789.96;948.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;ch4;169.89;160.44;166.95;187.53;224.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;n2o;130.2;120.9;145.7;142.6;195.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;GHGexclLU;800.41;785.19;1011.36;1120.09;1368.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;co2lu;4840;5280;5683.333333;4436.666667;4070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belize;GHGtot;5640.41;6065.19;6694.693333;5556.756667;5438.06;3640.079423;4568.108627;5517.934101;3552.253649;4478.578732;5426.864333;3457.18735;4378.661383;5324.806281;3417.30622;4339.360531;5285.432286;3731.843567;4661.435045;5614.742394;3650.248933;4578.698371;5528.445031;3553.433879;4479.827375;5428.077849;3513.948415;4438.053076;5384.908917;3436.828741;4358.234552;5305.239135;3687.122479;4616.659336;5566.538018;3663.308673;4592.844488;5542.485868;3550.435629;4476.655328;5424.990411;3507.129903;4430.839319;5377.943644;3452.39063;4373.848589;5320.196039;3664.205855;4593.739463;5543.374182;3471.8266;4393.489606;5339.244168;3479.45582;4401.561065;5348.152265;3487.496819;4410.068173;5357.517002;3484.15095;4406.528356;5353.620325;3385.664941;4309.493831;5252.158312
Benin;co2;405.56;408.87;1559.66;2824.21;5070.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;ch4;5119.59;4947.6;4503.87;4377.24;6845.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;n2o;3732.4;3611.5;3344.9;2920.2;4770.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;GHGexclLU;9257.55;8967.97;9408.43;10121.65;16686.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;co2lu;7956.666667;20973.33333;24676.66667;21926.66667;19066.66667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benin;GHGtot;17214.21667;29941.30333;34085.09667;32048.31667;35753.15667;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754;17882.54063;19685.50928;21489.48754
Bhutan;co2;752.32;761.74;633.88;633.02;1192.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;ch4;918.96;1154.79;1032.36;1033.2;1735.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;n2o;179.8;189.1;282.1;217;545.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;GHGexclLU;1851.08;2105.63;1948.34;1883.22;3473.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;co2lu;4950;5096.666667;5243.333333;5793.333333;7480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bhutan;GHGtot;6801.08;7202.296667;7191.673333;7676.553333;10953.27;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300
Bolivia;co2;6513.44;8319.44;8265.4;10341.8;15171.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;ch4;22435.98;20551.23;19765.83;29842.89;22781.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;n2o;14607.2;12911.5;11333.6;15283;9541.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;GHGexclLU;43556.62;41782.17;39364.83;55467.69;47494.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;co2lu;66733.33333;73700;75166.66667;65266.66667;35126.66667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolivia;GHGtot;110289.9533;115482.17;114531.4967;120734.3567;82620.77667;112250.081;127055.9982;141906.1358;108475.2735;122901.0579;137377.3394;101029.4101;114724.9864;128465.5957;99384.31202;112864.912;126436.5867;118142.3159;133559.6955;148914.4156;133784.7157;150733.0599;167630.411;128410.5279;144751.4005;161136.2854;123655.2835;139527.023;155453.1803;126680.0547;142825.3232;159070.1449;138426.9871;155899.5231;173185.8063;112768.1433;127636.8803;142539.285;106947.1614;121260.0961;135588.7261;100136.9959;113715.9543;127365.1677;99445.42556;112934.0117;126511.9821;115043.2035;130131.27;145224.9234;149437.1836;168008.1931;186219.2182;149849.5023;168457.612;186700.5678;146708.6539;165031.8159;183031.3738;162926.3853;182706.7299;202283.8508;145922.6398;164173.7721;182112.3672
Bosnia and Herzegovina;co2;24437.26;3509.6;14251.1;16780.87;21959.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;ch4;4589.55;1664.04;2671.62;2665.74;3078.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;n2o;1258.6;744;1670.9;1007.5;1100.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;hfc;0;2.31;79.79;422.47;556.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;pfc;616.67;93.97;329.86;144.4;26.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;GHGexclLU;30902.08;6013.92;19003.27;21020.98;26722.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;co2lu;3358.666667;-257.4;-1719.666667;-1969;-1855.333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosnia and Herzegovina;GHGtot;34260.74667;5756.52;17283.60333;19051.98;24866.89667;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697;33552.90302;37595.31318;41639.98697
Botswana;co2;2993.87;3534.02;4399.02;4623.31;5197.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;ch4;6074.04;5429.55;3941.28;4657.8;4360.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;n2o;5394;4544.6;2498.6;3062.8;2185.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;GHGexclLU;14461.91;13508.17;10838.9;12343.91;11743.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;co2lu;1804;1437.333333;1312.666667;891;693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Botswana;GHGtot;16265.91;14945.50333;12151.56667;13234.91;12436.4;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94;10570.94
Brazil;co2;217375.23;263421.41;336904.88;355678.7;424025.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;ch4;319678.8;355036.5;343026.6;492336.6;461836.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;n2o;156825.9;172170.9;168872.5;239320;207675.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;hfc;1930.69;2428.03;147.39;1793.37;1524.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;pfc;4987.96;4393.04;4215.68;5738.74;5946.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;sf6;1434;956;717;1195;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;GHGexclLU;702232.58;798405.88;853884.05;1096062.41;1101246.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;co2lu;1558333.333;1422666.667;1382333.333;916666.6667;2137666.667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;co2luUNFCCC;766000;1842000;1258000;1259000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;GHGtot;2260565.913;2221072.547;2236217.383;2012729.077;3238912.837;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574;1147255.574
Brunei Darussalam;co2;3338.7;4699.37;4925.45;5180.59;7362.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;ch4;3611.16;4191.18;3881.64;4570.65;4450.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brunei Darussalam;n2o;570.4;613.8;393.7;654.1;334.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
