Emissions ktCO2eq;;;;;;;CEPII;;;;;;;;;;;;;;;OECD;;;;;;;;;;;;;;;IIASA;;;;;;;;;;;;;;;PIK;;;;;;;;;;;;;;
Country;Emission type;;;;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;;SSP1;;;SSP2;;;SSP3;;;SSP4;;;SSP5;;
;;1990;1995;2000;2005;2010;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95;2030_P5;2030_mean;2030_P95
Kyrgyzstan;n2o;2910.9;1447.7;1450.8;1360.9;1466.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;hfc;0;1.11;7.95;24;31.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;GHGexclLU;32338.21;9815.15;9699.51;9138.75;10449.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;co2lu;2057;894.6666667;1089;660;531.6666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kyrgyzstan;GHGtot;34395.21;10709.81667;10788.51;9798.75;10981.00667;19121.59319;21387.7083;23631.84213;18592.05989;20794.50288;22972.87236;17623.9724;19710.01066;21768.52849;17008.43117;19020.45555;21002.72117;20610.29254;23055.40839;25485.70911;18101.66996;20245.14751;22362.8417;17017.35916;19030.45706;21013.82867;16603.3281;18566.64209;20498.72423;15568.75986;17406.63328;19210.43962;18894.93379;21133.79493;23349.58418;37692.51493;42190.00844;46654.75791;36052.2277;40352.70251;44621.29387;36879.43659;41279.32813;45646.42039;32692.54185;36588.90849;40457.85098;37691.24305;42188.58388;46653.17687;22230.59121;24874.2489;27499.04557;21691.61709;24270.9116;26832.38277;19919.3756;22281.41762;24625.31705;21874.28421;24476.48034;27059.9879;21000.63132;23493.21555;25972.38586
Lao People's Democratic Republic;co2;1367.11;1341.58;1322.04;1500.54;2836.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;ch4;8140.44;8250.27;7219.38;10797.57;14717.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;n2o;4454.7;4730.6;3264.3;6355;8810.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;GHGexclLU;13962.25;14322.45;11805.72;18653.11;26363.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;co2lu;13676.66667;17600;18920;18296.66667;34650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lao People's Democratic Republic;GHGtot;27638.91667;31922.45;30725.72;36949.77667;61013.83;69394.7393;80044.93339;90798.7734;67318.6608;77843.965;88432.57623;63811.52519;74089.77427;84301.9946;62983.58614;73176.97189;83280.75313;72582.74895;83435.42698;94452.3573;84209.58162;96385.56484;108510.02;78080.51211;89608.43268;101102.2732;75625.05082;86847.22252;98130.40126;73109.44534;84025.52684;95088.50715;89269.63806;101914.8945;114527.3681;64367.92231;74703.11464;84988.19858;60337.72489;70253.264;80045.70021;57869.78868;67526.16539;77204.50228;57873.37775;67530.13136;77208.5938;66128.33524;76581.64285;87071.62978;92896.73313;105784.4231;118666.3669;92841.02596;105725.0295;118601.5619;88416.20194;100966.1598;113522.5378;98905.0219;112316.2948;125793.3599;91812.01805;104627.9263;117404.5013
Lebanon;co2;5974.59;14467.85;15231.12;16510.69;20565.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;ch4;698.04;807.66;904.68;1022.7;1212.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;n2o;372;573.5;598.3;647.9;452.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;GHGexclLU;7044.63;15849.01;16734.1;18181.29;22230.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;co2lu;110.7333333;220;314.6;82.13333333;-817.6666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;GHGtot;7155.363333;16069.01;17048.7;18263.42333;21413.07333;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783;30416.3593;33303.79513;36192.84783
Lesotho;co2;142.42;198;231.4;241.75;281.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;ch4;1137.78;1184.19;1148.91;1215.9;1261.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;n2o;564.2;564.2;585.9;458.8;418.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;GHGexclLU;1844.4;1946.39;1966.21;1916.45;1961.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;co2lu;1151.333333;290.7666667;454.6666667;883.6666667;572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lesotho;GHGtot;2995.733333;2237.156667;2420.876667;2800.116667;2533.72;3661.272433;4087.69831;4519.413019;3448.756247;3850.366514;4260.285796;3079.856232;3446.724552;3814.396822;3070.704025;3436.795839;3803.291529;3745.890112;4183.072981;4622.67685;4134.34784;4615.948463;5094.798284;3752.722388;4190.725944;4630.959791;3458.690606;3861.253353;4272.391295;3346.014678;3736.433508;4135.698488;4429.278897;4939.655621;5450.668488;3369.880496;3763.319191;4164.9456;2946.832023;3300.958643;3653.780008;2494.384005;2803.0541;3105.151211;2526.415318;2837.850418;3143.254716;3522.867644;3931.583508;4349.604508;4230.515785;4721.368422;5210.742502;4048.923413;4522.211612;4992.87192;3622.808763;4044.17433;4472.26968;3859.938516;4310.482036;4762.388236;4053.800687;4527.608096;4998.722383
Liberia;co2;392.33;300.72;433.67;574.37;677.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;ch4;889.77;771.54;1155.63;1317.33;1554.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;n2o;210.8;186;269.7;251.1;331.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;hfc;0;0.1;1.28;13.5;17.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;GHGexclLU;1492.9;1258.36;1860.28;2156.3;2581.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;co2lu;6636.666667;4510;3340.333333;5206.666667;7700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;GHGtot;8129.566667;5768.36;5200.613333;7362.966667;10281.58;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250;4250
Libyan Arab Jamahiriya;co2;36788.06;48786.18;49206.92;55897.11;65989.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;ch4;16757.79;15680.28;13092.24;16454.55;18146.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;n2o;1348.5;1912.7;1906.5;1878.6;1438.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;sf6;239;0;239;239;717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;GHGexclLU;55133.35;66379.16;64444.66;74469.26;86292.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;co2lu;100.8333333;-1184.333333;-1595;-850.6666667;42.53333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libyan Arab Jamahiriya;GHGtot;55234.18333;65194.82667;62849.66;73618.59333;86334.59333;56148.22664;62919.17922;69679.52922;55420.38903;62103.65269;68776.26406;52844.98292;59217.96499;65580.11898;57202.91624;64100.93646;70988.42609;54230.26863;60770.14813;67299.29411;120513.0035;135038.5408;149557.8694;119815.9761;134257.5365;148692.8406;120926.7031;135502.0824;150071.2812;119136.4001;133496.086;147849.4693;127109.613;142429.9012;157744.4311;65063.71993;72908.79956;80743.88523;64035.36216;71756.54658;79467.66684;61401.38672;68805.2332;76198.83571;56192.43509;62968.71386;69734.39304;67632.80733;75787.40727;83932.18864;84577.32948;94773.38343;104960.7755;83395.43156;93449.09199;103494.0099;75382.07317;84470.29459;93549.22645;85736.27256;96071.95447;106399.0537;84797.21712;95019.76285;105233.6618
Liechtenstein;co2;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;ch4;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;n2o;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;GHGexclLU;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;co2lu;-755.3333333;436.3333333;1287;-136.0333333;51.33333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liechtenstein;GHGtot;-755.3333333;436.3333333;1287;-136.0333333;51.33333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Macedonia, the former Yugoslav Republic of;co2;11171.36;8666.03;9012.31;9648.7;9136.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;ch4;1662.36;1464.54;1489.74;1417.71;1368.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;n2o;821.5;737.8;663.4;12772;514.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;hfc;0.02;9.77;51.85;119.05;158.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;GHGexclLU;13655.24;10878.14;11217.3;23957.46;11178.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;co2lu;616;-597.6666667;-1488.666667;-1437.333333;4.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia, the former Yugoslav Republic of;GHGtot;14271.24;10280.47333;9728.633333;22520.12667;11182.48;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778;11572.97179;12056.44942;12540.19778
Madagascar;co2;937.75;1455.29;1730.51;2072.64;2635.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;ch4;17045.91;17089.59;17889.69;19215;19676.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;n2o;9086.1;8754.4;9200.8;9703;8038.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;hfc;0;0.47;3.06;6.8;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;GHGexclLU;27069.76;27299.75;28824.06;30997.44;30358.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;co2lu;22843.33333;63800;73700;39600;135300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;GHGtot;49913.09333;91099.75;102524.06;70597.44;165658.6;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298;184298
Malawi;co2;665.7;977.92;1051.41;1242.73;1541.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;ch4;4047.12;3874.08;3908.31;4116;4538.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;n2o;2790;2433.5;2070.8;2687.7;3065.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;GHGexclLU;7502.82;7285.5;7030.52;8046.43;9146.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;co2lu;8836.666667;10706.66667;11110;18406.66667;19360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malawi;GHGtot;16339.48667;17992.16667;18140.52;26453.09667;28506.11;29319.96871;34455.47381;39675.18745;28218.60836;33283.56924;38397.29009;26391.45383;31350.66277;36339.44907;26381.85496;31340.13128;36328.13032;30346.45553;35563.94888;40870.01975;33498.60508;39016.25364;44464.58653;30886.9341;36145.88787;41484.28515;29591.0937;34736.75708;39981.91135;29017.043;34141.19834;39332.48737;35446.31961;41167.89174;46846.64569;32539.49178;37956.42214;43371.20346;30763.52956;36014.67326;41338.97433;28675.42225;33786.77804;38946.01155;29145.26027;34274.21954;39477.53966;33900.60381;39460.46698;44954.70968;40832.63132;46929.87078;53109.7083;40906.82673;47012.9978;53199.32235;38968.75036;44930.69502;50952.30222;40674.53926;46752.74767;52918.76292;39656.42268;45658.26167;51738.86583
Malaysia;co2;55493.31;86641.37;122859.96;173041.3;203177.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;ch4;23619.96;28345.17;29308.86;36582.84;33598.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;n2o;13981;15121.8;13822.9;16244;15010.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;hfc;0.06;0.09;6.87;26.11;34.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;pfc;0.59;1.11;90.14;340.92;451.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;sf6;478;717;478;717;956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;GHGexclLU;93572.92;130826.54;166566.73;226952.17;253229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;co2lu;187733.3333;125033.3333;93866.66667;45100;39966.66667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;co2luUNFCCC;0;0;-221000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;GHGtot;281306.2533;255859.8733;260433.3967;272052.17;293195.6667;452196.1344;488676.6522;525177.598;440363.1261;475889.0265;511434.8204;398998.3179;431187.1495;463394.0059;406670.833;439478.6379;472304.8142;495263.1688;535218.081;575195.3667;492351.4833;532071.4979;571813.7545;471485.472;509522.1398;547580.107;450969.028;487350.5501;523752.4448;461225.0138;498433.9283;535663.6787;515853.3537;557469.3606;599108.6712;424228.0854;458452.3059;492695.691;419862.4258;453734.4506;487625.4428;398908.1829;431089.7429;463289.3237;375293.9832;405570.4889;435863.9485;443177.3435;478930.2784;514703.2339;484534.339;523623.7124;562734.9748;470839.8488;508824.4315;546830.2845;440862.9385;476429.1608;512015.2992;469949.5251;507862.2817;545796.2684;495090.9746;535031.9951;574995.3815
Maldives;co2;57.52;162.05;280.89;539.34;818.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;ch4;24.78;28.98;34.23;41.58;51.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;n2o;6.2;12.4;12.4;18.6;27.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;sf6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;GHGexclLU;88.5;203.43;327.52;599.52;897.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;co2lu;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;GHGtot;88.5;203.43;327.52;599.52;897.37;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358;2300.600141;2488.619218;2676.74358
Mali;co2;538.58;894.44;939.6;1100.17;1418.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;ch4;9439.29;10426.5;11686.29;13685.49;17687.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;n2o;5775.3;6082.2;6782.8;7781;10679.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;hfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;pfc;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
